text,class
"words = []   for line in words_file:       rows = []       for letter in line:           if letter !=('\n'):               rows.append(letter.rstrip('\n'))       letter.append(words)   return wordscan someone help with my code here?I got this error:File ""E:\Python\assigment3\a3.py"", line 187, in read_words   letter.append(words)AttributeError: 'str' object has no attribute 'append'i don't get this append function.. what sould i do?",non-leader
"Hehe, thnx for post. I had a similar problem and because of that lost two points on exam :S",non-leader
it works :) thank you!!!!,non-leader
"yes, this is my code (if I can write it): player_info = [player_info[0], player_info[1] + word_score(word)] and it works fine.. every other function gives me success...",non-leader
student: test_a3.Test_10_UpdateScore.test_02_wordMethod Description:None Message:FAILURE: AssertionError True is not false : Score not updatedthis is an error... I don't understand what shoul I do..,non-leader
Everything is working but when I submmit my work is shows me a failure.. Thru is not false... Does anyone know what should I do??? Please help..,non-leader
"Thomas, can you tell me what was the problem with your code, and how you solved it? I have a same problem, everything is working but when I submmit the work, it shows me a failure...Thru is not false...",non-leader
Thanks a lot guys! I had a problem with a score_word.. And because of that it didn't work fine..,non-leader
"player_info = [player_info[0], player_info[1] + word_score(word)]print (player_info)now I do this, and this is the error:Traceback (most recent call last): File ""<pyshell#70>"", line 1, in <module>   update_score(['Jonathan', 4], 'ANT') File ""E:\Python\assigment3\a3.py"", line 145, in update_score   player_info = [player_info[0], player_info[1] + word_score(word)]TypeError: unsupported operand type(s) for +: 'int' and 'NoneType'again...but when instead of word_score(word) I put for example, 5, it works... Can anyone know what is the problem whit this...?in word_score shoud it return the values or print it?at my function it reurn the values..",non-leader
"I don't know, but something is wrong with my program..a = open('C:\Users\Ana\Documents\wordlist1.txt')SyntaxError: (unicode error) 'unicodeescape' codec can't decode bytes in position 2-3: truncated \UXXXXXXXX escapeeverytime it return the same error..",non-leader
"Hi Sepand, can zou tell me where file wordlist1 shoud be? in which directory? when I do my code Python cannot find the file.. FileNotFoundError: [Errno 2] No such file or directory: 'wordlist1.txt'",non-leader
"this is my code:words = []   line = words_file.readline()   while line != '':       words.append(line.rstrip('\n'))       line = words_file.readline() return wordscan someone tell me where I wrong?I get this in main menu:Traceback (most recent call last): File ""<pyshell#25>"", line 1, in <module>   read_words(word_list)NameError: name 'word_list' is not definedHave I open first this file? I don't get this function very well.",non-leader
thanks anyway :) i solved my problem...,non-leader
"every function works fine, I checked several times, but I gor this error when i run a3_driverTraceback (most recent call last): File ""E:\Python\assigment3\a3_driver.py"", line 100, in <module>   play_game(players, board, words) File ""E:\Python\assigment3\a3_driver.py"", line 45, in play_game   num_remaining = a3.num_words_on_board(board, words) - len(found_words) File ""E:\Python\assigment3\a3.py"", line 164, in num_words_on_board   if board_contains_word(board, words[i]): File ""E:\Python\assigment3\a3.py"", line 114, in board_contains_word   if word in make_str_from_column(board, column_index): File ""E:\Python\assigment3\a3.py"", line 55, in make_str_from_column   string = string + row[column_index]IndexError: list index out of rangeI have checked make_str_from_column and it works fine, also with tree arguments, I don't know what is the problem.Can anyone help me?",non-leader
"there are two separate loops, one for row and the other for column. i don't have an idea how to fix this problem.",non-leader
"inside a for loop.. i = 0   for column_index in range(len(board[i])):       if word in make_str_from_column(board, column_index):           i = i + 1           return Truenow i tried with if board_contains_word_in_row(board, word) or board_contains_word_in_column(board, word)function works but a3_driver return the same mistake.. ",non-leader
"yes, I use them directly... Should I use board_contains_word_in_row & board_contains_word_in_column in board_contains_word function?",non-leader
for row in board:       string = string + row[column_index]this is my for loop for make_str_from_column..,non-leader
for item in player_info:        player_info[1] = player_info[1] + word_score(word)        print (player_info)do someone know what is wrong with this code?I got this error:TypeError: unsupported operand type(s) for +: 'int' and 'NoneType'Please help.. What should I do?,non-leader
I just got f thesame way.,non-leader
Thanks.,non-leader
That's where I read it,non-leader
"round(number[, ndigits])¶Return the floating point value number rounded to ndigits digits after the decimal point. If ndigits is omitted, it defaults to zero. The result is a floating point number. Values are rounded to the closest multiple of 10 to the power minus ndigits; if two multiples are equally close, rounding is done away from 0 (so. for example, round(0.5) is 1.0 and round(-0.5) is -1.0).http://docs.python.org/2/library/functions.html#ord",non-leader
The problem summary:Steps to reproduce:Screenshot:,non-leader
"Well , if u know what an expression is , and understanding your indexing, u will get it correct  v[1] is an expression. V[2][4] is an expression. So you don't need to go on adding anything. I know the confusion is the use of the phrase POSITIVE INDICES. ",non-leader
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
